id,text,source_forum,timestamp
post_818,phishing kit government clone bypass av xmr,raidforums,2024-05-16 20:46:00
post_819,fresh credit card dump 10k records crypto exchange btc accepted,exploit_in,2024-04-07 20:41:00
post_820,malware builder bypass av bypass apache server 1000 usd,exploit_in,2024-01-23 10:47:00
post_821,phishing kit crypto exchange clone guaranteed monero,exploit_in,2024-01-01 09:03:00
post_822,leak from hospital 500k records includes logs,raidforums,2024-05-31 07:06:00
post_823,selling 2 million database from fortune 500 auction xmr,hackforums,2024-02-07 19:18:00
post_824,fresh malware logs 50k lines no logs daily,hackforums,2024-05-02 20:53:00
post_825,buying logs from major bank paying auction in xmr,hackforums,2024-06-28 23:03:00
post_826,malware builder fud fully undetected bypass database server auction,raidforums,2024-04-10 10:27:00
post_827,exploit for ios browser no logs bulk discount escrow available,breachforums,2024-06-28 17:25:00
post_828,new botnet available modular contact for 0.5 btc,darknetlive,2024-04-23 22:30:00
post_829,phishing kit government clone fud fully undetected usdt,hackforums,2024-05-27 03:43:00
post_830,5k ssn from major bank verified xmr,darknetlive,2024-01-31 16:41:00
post_831,malware source code silent install 500 usd limited offer,exploit_in,2024-05-05 09:44:00
post_832,new ddos available no logs contact for auction,breachforums,2024-04-04 00:07:00
post_833,fresh account dump 100k records social media bitcoin accepted,breachforums,2024-05-02 08:44:00
post_834,logs stuffing list retailer 200k checked usdt,breachforums,2024-02-02 03:20:00
post_835,fresh crypter logs 200k lines automated daily,exploit_in,2024-01-17 16:53:00
post_836,leak from healthcare provider 100k records includes credit card,breachforums,2024-04-24 10:07:00
post_837,new ransomware available bypass av contact for bulk discount,exploit_in,2024-05-09 09:23:00
post_838,new crypter available no logs contact for 1000 usd,raidforums,2024-04-23 04:36:00
post_839,fresh stealer logs 10k lines bypass av daily,hackforums,2024-03-01 01:12:00
post_840,zero day in android tested unpatched selling bulk discount,raidforums,2024-02-02 23:39:00
post_841,fresh combolist dump 1 million records hospital monero accepted,hackforums,2024-03-06 21:27:00
post_842,leak from ecommerce site 500k records includes fullz,exploit_in,2024-06-17 20:52:00
post_843,ddos source code fud fully undetected 1000 usd limited offer,breachforums,2024-03-04 02:17:00
post_844,leak from healthcare provider 100k records includes logs,hackforums,2024-03-10 04:55:00
post_845,leak from healthcare provider 1 million records includes account,breachforums,2024-03-10 19:06:00
post_846,new crypter available automated contact for 1000 usd,hackforums,2024-04-13 15:37:00
post_847,zero day in windows kernel no logs unpatched selling 500 usd,hackforums,2024-06-12 11:45:00
post_848,access to fortune 500 network automated 0.5 btc xmr,hackforums,2024-03-11 13:33:00
post_849,zero day in apache server bypass av unpatched selling auction,exploit_in,2024-03-02 02:10:00
post_850,selling 100k combolist from social media 0.5 btc bitcoin,exploit_in,2024-05-02 15:32:00
post_851,fresh ransomware logs 100k lines guaranteed daily,exploit_in,2024-03-29 07:47:00
post_852,access to fortune 500 network persistent pm for price btc,darknetlive,2024-04-03 04:32:00
post_853,selling 5k account from hospital 500 usd xmr,darknetlive,2024-05-18 03:18:00
post_854,buying combolist from government paying negotiable in usdt,breachforums,2024-03-19 20:32:00
post_855,phishing kit major bank clone encrypted bitcoin,breachforums,2024-03-17 11:06:00
post_856,exploit for ios browser encrypted negotiable escrow available,hackforums,2024-01-22 16:32:00
post_857,10k combolist from university verified monero,raidforums,2024-04-22 21:53:00
post_858,new stealer available bypass av contact for negotiable,raidforums,2024-03-13 01:08:00
post_859,10k credential from fortune 500 verified monero,raidforums,2024-04-17 15:35:00
post_860,database stuffing list hospital 200k checked usdt,hackforums,2024-01-28 00:08:00
post_861,exploit for windows kernel modular pm for price escrow available,darknetlive,2024-04-21 15:18:00
post_862,buying logs from government paying bulk discount in monero,darknetlive,2024-03-12 03:55:00
post_863,fresh malware logs 500k lines automated daily,exploit_in,2024-02-16 06:54:00
post_864,access to healthcare provider network no logs 500 usd crypto,exploit_in,2024-02-07 13:01:00
post_865,rat as a service silent install btc only serious buyers,breachforums,2024-03-27 13:30:00
post_866,leak from ecommerce site 5k records includes credential,breachforums,2024-04-17 07:20:00
post_867,new keylogger available silent install contact for pm for price,exploit_in,2024-04-30 08:58:00
post_868,fresh ssn dump 5k records ecommerce site xmr accepted,exploit_in,2024-01-25 21:00:00
post_869,database stuffing list university 200k checked xmr,darknetlive,2024-04-05 07:41:00
post_870,backdoor as a service bypass av usdt only serious buyers,hackforums,2024-05-30 20:52:00
post_871,keylogger as a service no logs btc only serious buyers,hackforums,2024-02-21 17:46:00
post_872,selling 200k credit card from hospital bulk discount usdt,breachforums,2024-04-03 14:40:00
post_873,phishing kit retailer clone fud fully undetected btc,hackforums,2024-06-02 08:44:00
post_874,zero day in database server automated unpatched selling pm for price,exploit_in,2024-01-20 05:28:00
post_875,5k logs from crypto exchange verified monero,breachforums,2024-05-26 06:37:00
post_876,phishing kit ecommerce site clone no logs monero,breachforums,2024-01-31 05:14:00
post_877,leak from major bank 500k records includes combolist,hackforums,2024-01-14 20:15:00
post_878,leak from university 100k records includes credential,hackforums,2024-06-29 17:16:00
post_879,1 million database from major bank verified bitcoin,exploit_in,2024-02-15 08:01:00
post_880,access to ecommerce site network automated auction usdt,darknetlive,2024-04-23 07:20:00
post_881,ddos as a service tested usdt only serious buyers,hackforums,2024-05-02 02:31:00
post_882,buying ssn from government paying bulk discount in crypto,hackforums,2024-03-20 05:56:00
post_883,malware builder silent install bypass router firmware 500 usd,exploit_in,2024-06-14 12:06:00
post_884,new malware available fud fully undetected contact for 0.5 btc,breachforums,2024-02-03 07:49:00
post_885,zero day in apache server tested unpatched selling auction,exploit_in,2024-02-21 04:30:00
post_886,phishing kit ecommerce site clone silent install crypto,exploit_in,2024-05-19 22:17:00
post_887,fresh credential dump 50k records healthcare provider xmr accepted,hackforums,2024-02-06 00:58:00
post_888,selling 500k logs from hospital 500 usd xmr,breachforums,2024-06-24 22:52:00
post_889,buying fullz from government paying negotiable in xmr,breachforums,2024-03-26 03:23:00
post_890,phishing kit fortune 500 clone modular btc,darknetlive,2024-06-22 13:09:00
post_891,keylogger source code no logs 1000 usd limited offer,hackforums,2024-01-01 04:49:00
post_892,exploit for web application bypass av pm for price escrow available,hackforums,2024-04-19 23:17:00
post_893,fresh ssn dump 10k records fortune 500 crypto accepted,raidforums,2024-04-18 15:44:00
post_894,leak from hospital 2 million records includes credit card,breachforums,2024-06-26 23:14:00
post_895,malware builder persistent bypass apache server auction,raidforums,2024-06-27 22:09:00
post_896,fresh malware logs 50k lines modular daily,hackforums,2024-05-02 19:55:00
post_897,selling 200k database from fortune 500 negotiable monero,hackforums,2024-04-16 04:48:00
post_898,buying combolist from retailer paying 0.5 btc in usdt,breachforums,2024-03-14 03:09:00
post_899,phishing kit social media clone guaranteed bitcoin,darknetlive,2024-05-21 22:53:00
post_900,phishing kit hospital clone automated xmr,raidforums,2024-02-02 23:13:00
post_901,crypter source code modular 500 usd limited offer,darknetlive,2024-06-26 14:30:00
post_902,access to fortune 500 network silent install negotiable xmr,darknetlive,2024-01-28 03:04:00
post_903,crypter source code bypass av 1000 usd limited offer,darknetlive,2024-02-24 19:00:00
post_904,backdoor as a service modular bitcoin only serious buyers,breachforums,2024-05-24 15:02:00
post_905,exploit for ios browser automated 1000 usd escrow available,darknetlive,2024-03-21 12:46:00
post_906,new malware available automated contact for pm for price,raidforums,2024-01-07 18:50:00
post_907,buying combolist from fortune 500 paying 500 usd in usdt,hackforums,2024-02-29 06:51:00
post_908,database stuffing list retailer 200k checked monero,raidforums,2024-06-08 13:02:00
post_909,new keylogger available persistent contact for negotiable,exploit_in,2024-02-11 02:17:00
post_910,exploit for router firmware no logs 500 usd escrow available,hackforums,2024-03-06 14:41:00
post_911,fresh credential dump 2 million records university xmr accepted,darknetlive,2024-06-23 04:28:00
post_912,leak from healthcare provider 10k records includes database,breachforums,2024-06-23 01:39:00
post_913,fresh rat logs 500k lines guaranteed daily,breachforums,2024-05-25 12:54:00
post_914,fresh ssn dump 100k records healthcare provider crypto accepted,exploit_in,2024-01-17 10:21:00
post_915,buying account from healthcare provider paying 1000 usd in crypto,hackforums,2024-04-30 04:40:00
post_916,exploit for ios browser encrypted auction escrow available,breachforums,2024-01-14 06:55:00
post_917,combolist stuffing list ecommerce site 5k checked monero,darknetlive,2024-03-11 12:05:00
post_918,malware builder persistent bypass windows kernel 500 usd,darknetlive,2024-01-24 13:21:00
post_919,new crypter available persistent contact for 0.5 btc,raidforums,2024-03-31 22:36:00
post_920,malware builder modular bypass wordpress pm for price,darknetlive,2024-03-23 21:52:00
post_921,selling 200k account from fortune 500 0.5 btc xmr,raidforums,2024-05-13 23:00:00
post_922,malware builder silent install bypass vpn client negotiable,hackforums,2024-06-27 17:49:00
post_923,backdoor source code fud fully undetected 500 usd limited offer,darknetlive,2024-04-03 00:19:00
post_924,leak from retailer 100k records includes account,darknetlive,2024-04-19 16:48:00
post_925,fresh account dump 200k records hospital monero accepted,darknetlive,2024-05-18 13:24:00
post_926,malware builder bypass av bypass apache server auction,raidforums,2024-06-15 00:39:00
post_927,fresh fullz dump 2 million records retailer btc accepted,raidforums,2024-02-24 07:49:00
post_928,leak from government 5k records includes fullz,raidforums,2024-04-15 20:45:00
post_929,selling 10k credit card from social media 1000 usd xmr,raidforums,2024-06-21 07:00:00
post_930,selling 50k credential from fortune 500 auction xmr,raidforums,2024-03-26 05:36:00
post_931,ransomware as a service modular crypto only serious buyers,hackforums,2024-02-02 20:24:00
post_932,10k ssn from hospital verified bitcoin,raidforums,2024-06-10 18:50:00
post_933,malware builder fud fully undetected bypass vpn client 500 usd,exploit_in,2024-01-03 20:49:00
post_934,access to healthcare provider network modular 500 usd usdt,exploit_in,2024-01-29 14:59:00
post_935,fresh ssn dump 100k records ecommerce site monero accepted,breachforums,2024-04-02 06:25:00
post_936,10k account from fortune 500 verified xmr,breachforums,2024-06-10 19:54:00
post_937,fresh database dump 10k records retailer btc accepted,breachforums,2024-05-13 23:16:00
post_938,stealer as a service tested monero only serious buyers,hackforums,2024-02-25 00:20:00
post_939,stealer as a service bypass av crypto only serious buyers,raidforums,2024-05-21 20:18:00
post_940,fresh rat logs 2 million lines persistent daily,raidforums,2024-06-24 22:17:00
post_941,fresh ssn dump 1 million records government crypto accepted,darknetlive,2024-06-01 23:17:00
post_942,keylogger source code tested 500 usd limited offer,breachforums,2024-04-25 05:56:00
post_943,leak from ecommerce site 1 million records includes logs,darknetlive,2024-01-08 03:11:00
post_944,200k database from government verified monero,darknetlive,2024-03-21 03:00:00
post_945,fresh keylogger logs 50k lines silent install daily,exploit_in,2024-01-17 12:18:00
post_946,phishing kit university clone silent install xmr,darknetlive,2024-05-06 15:02:00
post_947,100k fullz from retailer verified btc,darknetlive,2024-03-01 18:01:00
post_948,selling 50k account from ecommerce site 500 usd crypto,breachforums,2024-01-11 10:41:00
post_949,fresh fullz dump 2 million records hospital xmr accepted,darknetlive,2024-04-12 02:35:00
post_950,buying logs from ecommerce site paying pm for price in crypto,hackforums,2024-06-07 03:01:00
post_951,selling 50k ssn from healthcare provider 1000 usd usdt,darknetlive,2024-01-23 06:46:00
post_952,malware builder fud fully undetected bypass android auction,exploit_in,2024-01-20 08:21:00
post_953,combolist stuffing list fortune 500 5k checked btc,exploit_in,2024-03-22 04:48:00
